measurement_key,float_key,measurement_time,lat,lon,pressure,temperature,salinity
1502,1,2006-12-11 22:27:04.001878,-39.417,73.492,100.0,12.808,35.151
1503,1,2006-12-11 22:27:04.001878,-39.417,73.492,110.2,12.941,35.201
1504,1,2006-12-11 22:27:04.001878,-39.417,73.492,119.8,12.765,35.186
1505,1,2006-12-11 22:27:04.001878,-39.417,73.492,129.9,12.598,35.16
1506,1,2006-12-11 22:27:04.001878,-39.417,73.492,139.9,12.504,35.15
1507,1,2006-12-11 22:27:04.001878,-39.417,73.492,150.2,12.442,35.142
1508,1,2006-12-11 22:27:04.001878,-39.417,73.492,160.3,12.374,35.132
1509,1,2006-12-11 22:27:04.001878,-39.417,73.492,170.4,12.287,35.119
1510,1,2006-12-11 22:27:04.001878,-39.417,73.492,180.2,12.27,35.12
1511,1,2006-12-11 22:27:04.001878,-39.417,73.492,189.8,12.236,35.114
1512,1,2006-12-11 22:27:04.001878,-39.417,73.492,199.6,12.178,35.103
1513,1,2006-12-11 22:27:04.001878,-39.417,73.492,209.5,12.13,35.094
1514,1,2006-12-11 22:27:04.001878,-39.417,73.492,219.9,12.044,35.078
1515,1,2006-12-11 22:27:04.001878,-39.417,73.492,230.2,12.029,35.075
1516,1,2006-12-11 22:27:04.001878,-39.417,73.492,240.3,11.944,35.058
1517,1,2006-12-11 22:27:04.001878,-39.417,73.492,250.2,11.904,35.05
1518,1,2006-12-11 22:27:04.001878,-39.417,73.492,260.2,11.865,35.042
1519,1,2006-12-11 22:27:04.001878,-39.417,73.492,270.1,11.802,35.03
1520,1,2006-12-11 22:27:04.001878,-39.417,73.492,280.2,11.791,35.031
1521,1,2006-12-11 22:27:04.001878,-39.417,73.492,290.0,11.73,35.018
1522,1,2006-12-11 22:27:04.001878,-39.417,73.492,300.4,11.709,35.014
1523,1,2006-12-11 22:27:04.001878,-39.417,73.492,309.9,11.69,35.011
1524,1,2006-12-11 22:27:04.001878,-39.417,73.492,319.8,11.686,35.011
1525,1,2006-12-11 22:27:04.001878,-39.417,73.492,330.2,11.688,35.013
1526,1,2006-12-11 22:27:04.001878,-39.417,73.492,340.4,11.664,35.01
1527,1,2006-12-11 22:27:04.001878,-39.417,73.492,349.8,11.678,35.016
1528,1,2006-12-11 22:27:04.001878,-39.417,73.492,360.3,11.607,35.003
1529,1,2006-12-11 22:27:04.001878,-39.417,73.492,380.3,11.402,34.958
1530,1,2006-12-11 22:27:04.001878,-39.417,73.492,399.9,11.325,34.944
1531,1,2006-12-11 22:27:04.001878,-39.417,73.492,449.7,10.76,34.836
1532,1,2006-12-11 22:27:04.001878,-39.417,73.492,499.6,10.615,34.855
1533,1,2006-12-11 22:27:04.001878,-39.417,73.492,550.5,9.912,34.768
1534,1,2006-12-11 22:27:04.001878,-39.417,73.492,599.4,9.311,34.7
1535,1,2006-12-11 22:27:04.001878,-39.417,73.492,649.9,8.843,34.648
1536,1,2006-12-11 22:27:04.001878,-39.417,73.492,699.7,8.217,34.588
1537,1,2006-12-11 22:27:04.001878,-39.417,73.492,750.4,7.461,34.518
1538,1,2006-12-11 22:27:04.001878,-39.417,73.492,799.8,6.643,34.45
1539,1,2006-12-11 22:27:04.001878,-39.417,73.492,850.1,6.137,34.413
1540,1,2006-12-11 22:27:04.001878,-39.417,73.492,899.7,5.606,34.379
1541,1,2006-12-11 22:27:04.001878,-39.417,73.492,950.2,5.106,34.347
1542,1,2006-12-11 22:27:04.001878,-39.417,73.492,1000.2,4.73,34.339
1543,1,2006-12-11 22:27:04.001878,-39.417,73.492,1049.6,4.439,34.345
1544,1,2006-12-11 22:27:04.001878,-39.417,73.492,1100.2,4.124,34.355
1545,1,2006-12-11 22:27:04.001878,-39.417,73.492,1149.8,3.874,34.362
1546,1,2006-12-11 22:27:04.001878,-39.417,73.492,1200.2,3.651,34.383
1547,1,2006-12-11 22:27:04.001878,-39.417,73.492,1250.1,3.518,34.407
1548,1,2006-12-11 22:27:04.001878,-39.417,73.492,1299.8,3.404,34.423
1549,1,2006-12-11 22:27:04.001878,-39.417,73.492,1349.7,3.271,34.448
1550,1,2006-12-11 22:27:04.001878,-39.417,73.492,1399.9,3.169,34.475
1551,1,2006-12-11 22:27:04.001878,-39.417,73.492,1449.9,3.072,34.501
1552,1,2006-12-11 22:27:04.001878,-39.417,73.492,1500.3,2.977,34.525
1553,1,2006-12-11 22:27:04.001878,-39.417,73.492,1550.2,2.899,34.552
1554,1,2006-12-11 22:27:04.001878,-39.417,73.492,1599.7,2.851,34.568
1555,1,2006-12-11 22:27:04.001878,-39.417,73.492,1650.0,2.806,34.582
1556,1,2006-12-11 22:27:04.001878,-39.417,73.492,1700.1,2.75,34.604
1557,1,2006-12-11 22:27:04.001878,-39.417,73.492,1750.3,2.685,34.625
1558,1,2006-12-11 22:27:04.001878,-39.417,73.492,1800.5,2.637,34.644
1559,1,2006-12-11 22:27:04.001878,-39.417,73.492,1849.5,2.596,34.66
1560,1,2006-12-11 22:27:04.001878,-39.417,73.492,1900.1,2.57,34.67
1561,1,2006-12-11 22:27:04.001878,-39.417,73.492,1949.9,2.53,34.684
1562,1,2006-12-11 22:27:04.001878,-39.417,73.492,1999.0,2.495,34.695
1563,1,2006-12-11 22:27:04.001878,-39.417,73.492,6.5,14.455,35.1
1564,1,2006-12-11 22:27:04.001878,-39.417,73.492,10.7,14.455,35.099
1565,1,2006-12-11 22:27:04.001878,-39.417,73.492,20.5,14.339,35.098
1566,1,2006-12-11 22:27:04.001878,-39.417,73.492,30.4,13.981,35.084
1567,1,2006-12-11 22:27:04.001878,-39.417,73.492,39.2,13.951,35.092
1568,1,2006-12-11 22:27:04.001878,-39.417,73.492,50.5,13.799,35.14
1569,1,2006-12-11 22:27:04.001878,-39.417,73.492,60.6,13.67,35.159
1570,1,2006-12-11 22:27:04.001878,-39.417,73.492,70.5,13.566,35.166
1571,1,2006-12-11 22:27:04.001878,-39.417,73.492,80.1,13.178,35.143
1572,1,2006-12-11 22:27:04.001878,-39.417,73.492,89.9,12.973,35.141
1573,1,2006-12-11 22:27:04.001878,-39.417,73.492,100.0,12.808,35.151
1574,1,2006-12-11 22:27:04.001878,-39.417,73.492,110.2,12.941,35.201
1575,1,2006-12-11 22:27:04.001878,-39.417,73.492,119.8,12.765,35.186
1576,1,2006-12-11 22:27:04.001878,-39.417,73.492,129.9,12.598,35.16
1577,1,2006-12-11 22:27:04.001878,-39.417,73.492,139.9,12.504,35.15
1578,1,2006-12-11 22:27:04.001878,-39.417,73.492,150.2,12.442,35.142
1579,1,2006-12-11 22:27:04.001878,-39.417,73.492,160.3,12.374,35.132
1580,1,2006-12-11 22:27:04.001878,-39.417,73.492,170.4,12.287,35.119
1581,1,2006-12-11 22:27:04.001878,-39.417,73.492,180.2,12.27,35.12
1582,1,2006-12-11 22:27:04.001878,-39.417,73.492,189.8,12.236,35.114
1583,1,2006-12-11 22:27:04.001878,-39.417,73.492,199.6,12.178,35.103
1584,1,2006-12-11 22:27:04.001878,-39.417,73.492,209.5,12.13,35.094
1585,1,2006-12-11 22:27:04.001878,-39.417,73.492,219.9,12.044,35.078
1586,1,2006-12-11 22:27:04.001878,-39.417,73.492,230.2,12.029,35.075
1587,1,2006-12-11 22:27:04.001878,-39.417,73.492,240.3,11.944,35.058
1588,1,2006-12-11 22:27:04.001878,-39.417,73.492,250.2,11.904,35.05
1589,1,2006-12-11 22:27:04.001878,-39.417,73.492,260.2,11.865,35.042
1590,1,2006-12-11 22:27:04.001878,-39.417,73.492,270.1,11.802,35.03
1591,1,2006-12-11 22:27:04.001878,-39.417,73.492,280.2,11.791,35.031
1592,1,2006-12-11 22:27:04.001878,-39.417,73.492,290.0,11.73,35.018
1593,1,2006-12-11 22:27:04.001878,-39.417,73.492,300.4,11.709,35.014
1594,1,2006-12-11 22:27:04.001878,-39.417,73.492,309.9,11.69,35.011
1595,1,2006-12-11 22:27:04.001878,-39.417,73.492,319.8,11.686,35.011
1596,1,2006-12-11 22:27:04.001878,-39.417,73.492,330.2,11.688,35.013
1597,1,2006-12-11 22:27:04.001878,-39.417,73.492,340.4,11.664,35.01
1598,1,2006-12-11 22:27:04.001878,-39.417,73.492,349.8,11.678,35.016
1599,1,2006-12-11 22:27:04.001878,-39.417,73.492,360.3,11.607,35.003
1600,1,2006-12-11 22:27:04.001878,-39.417,73.492,380.3,11.402,34.958
1601,1,2006-12-11 22:27:04.001878,-39.417,73.492,399.9,11.325,34.944
1602,1,2006-12-11 22:27:04.001878,-39.417,73.492,449.7,10.76,34.836
1603,1,2006-12-11 22:27:04.001878,-39.417,73.492,499.6,10.615,34.855
1604,1,2006-12-11 22:27:04.001878,-39.417,73.492,550.5,9.912,34.768
1605,1,2006-12-11 22:27:04.001878,-39.417,73.492,599.4,9.311,34.7
1606,1,2006-12-11 22:27:04.001878,-39.417,73.492,649.9,8.843,34.648
1607,1,2006-12-11 22:27:04.001878,-39.417,73.492,699.7,8.217,34.588
1608,1,2006-12-11 22:27:04.001878,-39.417,73.492,750.4,7.461,34.518
1609,1,2006-12-11 22:27:04.001878,-39.417,73.492,799.8,6.643,34.45
1610,1,2006-12-11 22:27:04.001878,-39.417,73.492,850.1,6.137,34.413
1611,1,2006-12-11 22:27:04.001878,-39.417,73.492,899.7,5.606,34.379
1612,1,2006-12-11 22:27:04.001878,-39.417,73.492,950.2,5.106,34.347
1613,1,2006-12-11 22:27:04.001878,-39.417,73.492,1000.2,4.73,34.339
1614,1,2006-12-11 22:27:04.001878,-39.417,73.492,1049.6,4.439,34.345
1615,1,2006-12-11 22:27:04.001878,-39.417,73.492,1100.2,4.124,34.355
1616,1,2006-12-11 22:27:04.001878,-39.417,73.492,1149.8,3.874,34.362
1617,1,2006-12-11 22:27:04.001878,-39.417,73.492,1200.2,3.651,34.383
1618,1,2006-12-11 22:27:04.001878,-39.417,73.492,1250.1,3.518,34.407
1619,1,2006-12-11 22:27:04.001878,-39.417,73.492,1299.8,3.404,34.423
1620,1,2006-12-11 22:27:04.001878,-39.417,73.492,1349.7,3.271,34.448
1621,1,2006-12-11 22:27:04.001878,-39.417,73.492,1399.9,3.169,34.475
1622,1,2006-12-11 22:27:04.001878,-39.417,73.492,1449.9,3.072,34.501
1623,1,2006-12-11 22:27:04.001878,-39.417,73.492,1500.3,2.977,34.525
1624,1,2006-12-11 22:27:04.001878,-39.417,73.492,1550.2,2.899,34.552
1625,1,2006-12-11 22:27:04.001878,-39.417,73.492,1599.7,2.851,34.568
1626,1,2006-12-11 22:27:04.001878,-39.417,73.492,1650.0,2.806,34.582
1627,1,2006-12-11 22:27:04.001878,-39.417,73.492,1700.1,2.75,34.604
1628,1,2006-12-11 22:27:04.001878,-39.417,73.492,1750.3,2.685,34.625
1629,1,2006-12-11 22:27:04.001878,-39.417,73.492,1800.5,2.637,34.644
1630,1,2006-12-11 22:27:04.001878,-39.417,73.492,1849.5,2.596,34.66
1631,1,2006-12-11 22:27:04.001878,-39.417,73.492,1900.1,2.57,34.67
1632,1,2006-12-11 22:27:04.001878,-39.417,73.492,1949.9,2.53,34.684
1633,1,2006-12-11 22:27:04.001878,-39.417,73.492,1999.0,2.495,34.695
1634,1,2006-12-11 22:27:04.001878,-39.417,73.492,6.5,14.455,35.1
1635,1,2006-12-11 22:27:04.001878,-39.417,73.492,10.7,14.455,35.099
1636,1,2006-12-11 22:27:04.001878,-39.417,73.492,20.5,14.339,35.098
1637,1,2006-12-11 22:27:04.001878,-39.417,73.492,30.4,13.981,35.084
1638,1,2006-12-11 22:27:04.001878,-39.417,73.492,39.2,13.951,35.092
1639,1,2006-12-11 22:27:04.001878,-39.417,73.492,50.5,13.799,35.14
1640,1,2006-12-11 22:27:04.001878,-39.417,73.492,60.6,13.67,35.159
1641,1,2006-12-11 22:27:04.001878,-39.417,73.492,70.5,13.566,35.166
1642,1,2006-12-11 22:27:04.001878,-39.417,73.492,80.1,13.178,35.143
1643,1,2006-12-11 22:27:04.001878,-39.417,73.492,89.9,12.973,35.141
1644,1,2006-12-11 22:27:04.001878,-39.417,73.492,100.0,12.808,35.151
1645,1,2006-12-11 22:27:04.001878,-39.417,73.492,110.2,12.941,35.201
1646,1,2006-12-11 22:27:04.001878,-39.417,73.492,119.8,12.765,35.186
1647,1,2006-12-11 22:27:04.001878,-39.417,73.492,129.9,12.598,35.16
1648,1,2006-12-11 22:27:04.001878,-39.417,73.492,139.9,12.504,35.15
1649,1,2006-12-11 22:27:04.001878,-39.417,73.492,150.2,12.442,35.142
1650,1,2006-12-11 22:27:04.001878,-39.417,73.492,160.3,12.374,35.132
1651,1,2006-12-11 22:27:04.001878,-39.417,73.492,170.4,12.287,35.119
1652,1,2006-12-11 22:27:04.001878,-39.417,73.492,180.2,12.27,35.12
1653,1,2006-12-11 22:27:04.001878,-39.417,73.492,189.8,12.236,35.114
1654,1,2006-12-11 22:27:04.001878,-39.417,73.492,199.6,12.178,35.103
1655,1,2006-12-11 22:27:04.001878,-39.417,73.492,209.5,12.13,35.094
1656,1,2006-12-11 22:27:04.001878,-39.417,73.492,219.9,12.044,35.078
1657,1,2006-12-11 22:27:04.001878,-39.417,73.492,230.2,12.029,35.075
1658,1,2006-12-11 22:27:04.001878,-39.417,73.492,240.3,11.944,35.058
1659,1,2006-12-11 22:27:04.001878,-39.417,73.492,250.2,11.904,35.05
1660,1,2006-12-11 22:27:04.001878,-39.417,73.492,260.2,11.865,35.042
1661,1,2006-12-11 22:27:04.001878,-39.417,73.492,270.1,11.802,35.03
1662,1,2006-12-11 22:27:04.001878,-39.417,73.492,280.2,11.791,35.031
1663,1,2006-12-11 22:27:04.001878,-39.417,73.492,290.0,11.73,35.018
1664,1,2006-12-11 22:27:04.001878,-39.417,73.492,300.4,11.709,35.014
1665,1,2006-12-11 22:27:04.001878,-39.417,73.492,309.9,11.69,35.011
1666,1,2006-12-11 22:27:04.001878,-39.417,73.492,319.8,11.686,35.011
1667,1,2006-12-11 22:27:04.001878,-39.417,73.492,330.2,11.688,35.013
1668,1,2006-12-11 22:27:04.001878,-39.417,73.492,340.4,11.664,35.01
1669,1,2006-12-11 22:27:04.001878,-39.417,73.492,349.8,11.678,35.016
1670,1,2006-12-11 22:27:04.001878,-39.417,73.492,360.3,11.607,35.003
1671,1,2006-12-11 22:27:04.001878,-39.417,73.492,380.3,11.402,34.958
1672,1,2006-12-11 22:27:04.001878,-39.417,73.492,399.9,11.325,34.944
1673,1,2006-12-11 22:27:04.001878,-39.417,73.492,449.7,10.76,34.836
1674,1,2006-12-11 22:27:04.001878,-39.417,73.492,499.6,10.615,34.855
1675,1,2006-12-11 22:27:04.001878,-39.417,73.492,550.5,9.912,34.768
1676,1,2006-12-11 22:27:04.001878,-39.417,73.492,599.4,9.311,34.7
1677,1,2006-12-11 22:27:04.001878,-39.417,73.492,649.9,8.843,34.648
1678,1,2006-12-11 22:27:04.001878,-39.417,73.492,699.7,8.217,34.588
1679,1,2006-12-11 22:27:04.001878,-39.417,73.492,750.4,7.461,34.518
1680,1,2006-12-11 22:27:04.001878,-39.417,73.492,799.8,6.643,34.45
1681,1,2006-12-11 22:27:04.001878,-39.417,73.492,850.1,6.137,34.413
1682,1,2006-12-11 22:27:04.001878,-39.417,73.492,899.7,5.606,34.379
1683,1,2006-12-11 22:27:04.001878,-39.417,73.492,950.2,5.106,34.347
1684,1,2006-12-11 22:27:04.001878,-39.417,73.492,1000.2,4.73,34.339
1685,1,2006-12-11 22:27:04.001878,-39.417,73.492,1049.6,4.439,34.345
1686,1,2006-12-11 22:27:04.001878,-39.417,73.492,1100.2,4.124,34.355
1687,1,2006-12-11 22:27:04.001878,-39.417,73.492,1149.8,3.874,34.362
1688,1,2006-12-11 22:27:04.001878,-39.417,73.492,1200.2,3.651,34.383
1689,1,2006-12-11 22:27:04.001878,-39.417,73.492,1250.1,3.518,34.407
1690,1,2006-12-11 22:27:04.001878,-39.417,73.492,1299.8,3.404,34.423
1691,1,2006-12-11 22:27:04.001878,-39.417,73.492,1349.7,3.271,34.448
1692,1,2006-12-11 22:27:04.001878,-39.417,73.492,1399.9,3.169,34.475
1693,1,2006-12-11 22:27:04.001878,-39.417,73.492,1449.9,3.072,34.501
1694,1,2006-12-11 22:27:04.001878,-39.417,73.492,1500.3,2.977,34.525
1695,1,2006-12-11 22:27:04.001878,-39.417,73.492,1550.2,2.899,34.552
1696,1,2006-12-11 22:27:04.001878,-39.417,73.492,1599.7,2.851,34.568
1697,1,2006-12-11 22:27:04.001878,-39.417,73.492,1650.0,2.806,34.582
1698,1,2006-12-11 22:27:04.001878,-39.417,73.492,1700.1,2.75,34.604
1699,1,2006-12-11 22:27:04.001878,-39.417,73.492,1750.3,2.685,34.625
1700,1,2006-12-11 22:27:04.001878,-39.417,73.492,1800.5,2.637,34.644
1701,1,2006-12-11 22:27:04.001878,-39.417,73.492,1849.5,2.596,34.66
1702,1,2006-12-11 22:27:04.001878,-39.417,73.492,1900.1,2.57,34.67
1703,1,2006-12-11 22:27:04.001878,-39.417,73.492,1949.9,2.53,34.684
1704,1,2006-12-11 22:27:04.001878,-39.417,73.492,1999.0,2.495,34.695
1705,1,2006-12-22 05:20:17.999122,-39.773,73.972,6.4,15.608,35.07
1706,1,2006-12-22 05:20:17.999122,-39.773,73.972,10.2,15.598,35.071
1707,1,2006-12-22 05:20:17.999122,-39.773,73.972,20.7,15.579,35.067
1708,1,2006-12-22 05:20:17.999122,-39.773,73.972,30.3,14.282,35.155
1709,1,2006-12-22 05:20:17.999122,-39.773,73.972,39.6,14.025,35.186
1710,1,2006-12-22 05:20:17.999122,-39.773,73.972,49.5,13.728,35.182
1711,1,2006-12-22 05:20:17.999122,-39.773,73.972,60.6,13.564,35.193
1712,1,2006-12-22 05:20:17.999122,-39.773,73.972,70.5,13.297,35.176
1713,1,2006-12-22 05:20:17.999122,-39.773,73.972,79.9,12.959,35.15
1714,1,2006-12-22 05:20:17.999122,-39.773,73.972,90.0,12.785,35.146
1715,1,2006-12-22 05:20:17.999122,-39.773,73.972,99.9,12.715,35.16
1716,1,2006-12-22 05:20:17.999122,-39.773,73.972,109.8,12.648,35.16
1717,1,2006-12-22 05:20:17.999122,-39.773,73.972,119.7,12.612,35.158
1718,1,2006-12-22 05:20:17.999122,-39.773,73.972,130.2,12.572,35.159
1719,1,2006-12-22 05:20:17.999122,-39.773,73.972,139.5,12.548,35.156
1720,1,2006-12-22 05:20:17.999122,-39.773,73.972,149.7,12.531,35.156
1721,1,2006-12-22 05:20:17.999122,-39.773,73.972,160.1,12.461,35.144
1722,1,2006-12-22 05:20:17.999122,-39.773,73.972,170.5,12.399,35.133
1723,1,2006-12-22 05:20:17.999122,-39.773,73.972,180.0,12.339,35.122
1724,1,2006-12-22 05:20:17.999122,-39.773,73.972,189.9,12.319,35.121
1725,1,2006-12-22 05:20:17.999122,-39.773,73.972,200.4,12.288,35.116
1726,1,2006-12-22 05:20:17.999122,-39.773,73.972,210.2,12.258,35.112
1727,1,2006-12-22 05:20:17.999122,-39.773,73.972,220.5,12.276,35.119
1728,1,2006-12-22 05:20:17.999122,-39.773,73.972,230.1,12.246,35.114
1729,1,2006-12-22 05:20:17.999122,-39.773,73.972,239.9,12.234,35.113
1730,1,2006-12-22 05:20:17.999122,-39.773,73.972,250.1,12.2,35.11
1731,1,2006-12-22 05:20:17.999122,-39.773,73.972,260.3,12.166,35.104
1732,1,2006-12-22 05:20:17.999122,-39.773,73.972,270.5,12.069,35.083
1733,1,2006-12-22 05:20:17.999122,-39.773,73.972,280.3,11.98,35.065
1734,1,2006-12-22 05:20:17.999122,-39.773,73.972,290.0,11.94,35.058
1735,1,2006-12-22 05:20:17.999122,-39.773,73.972,299.9,11.903,35.052
1736,1,2006-12-22 05:20:17.999122,-39.773,73.972,310.2,11.862,35.046
1737,1,2006-12-22 05:20:17.999122,-39.773,73.972,319.6,11.831,35.042
1738,1,2006-12-22 05:20:17.999122,-39.773,73.972,330.2,11.826,35.04
1739,1,2006-12-22 05:20:17.999122,-39.773,73.972,340.3,11.824,35.043
1740,1,2006-12-22 05:20:17.999122,-39.773,73.972,350.3,11.745,35.027
1741,1,2006-12-22 05:20:17.999122,-39.773,73.972,360.4,11.702,35.02
1742,1,2006-12-22 05:20:17.999122,-39.773,73.972,380.1,11.657,35.013
1743,1,2006-12-22 05:20:17.999122,-39.773,73.972,399.7,11.592,35.001
1744,1,2006-12-22 05:20:17.999122,-39.773,73.972,449.4,11.224,34.942
1745,1,2006-12-22 05:20:17.999122,-39.773,73.972,500.0,10.739,34.865
1746,1,2006-12-22 05:20:17.999122,-39.773,73.972,550.4,10.211,34.802
1747,1,2006-12-22 05:20:17.999122,-39.773,73.972,600.2,9.776,34.75
1748,1,2006-12-22 05:20:17.999122,-39.773,73.972,649.5,9.095,34.678
1749,1,2006-12-22 05:20:17.999122,-39.773,73.972,700.2,8.444,34.615
1750,1,2006-12-22 05:20:17.999122,-39.773,73.972,750.0,7.808,34.553
1751,1,2006-12-22 05:20:17.999122,-39.773,73.972,799.8,7.088,34.491
1752,1,2006-12-22 05:20:17.999122,-39.773,73.972,849.5,6.425,34.435
1753,1,2006-12-22 05:20:17.999122,-39.773,73.972,900.2,5.864,34.395
1754,1,2006-12-22 05:20:17.999122,-39.773,73.972,949.8,5.343,34.365
1755,1,2006-12-22 05:20:17.999122,-39.773,73.972,1000.4,4.771,34.343
1756,1,2006-12-22 05:20:17.999122,-39.773,73.972,1049.5,4.479,34.343
1757,1,2006-12-22 05:20:17.999122,-39.773,73.972,1099.8,4.144,34.345
1758,1,2006-12-22 05:20:17.999122,-39.773,73.972,1149.2,3.962,34.356
1759,1,2006-12-22 05:20:17.999122,-39.773,73.972,1199.6,3.805,34.371
1760,1,2006-12-22 05:20:17.999122,-39.773,73.972,1250.2,3.579,34.391
1761,1,2006-12-22 05:20:17.999122,-39.773,73.972,1300.0,3.455,34.414
1762,1,2006-12-22 05:20:17.999122,-39.773,73.972,1349.6,3.351,34.434
1763,1,2006-12-22 05:20:17.999122,-39.773,73.972,1399.8,3.225,34.463
1764,1,2006-12-22 05:20:17.999122,-39.773,73.972,1449.9,3.109,34.489
1765,1,2006-12-22 05:20:17.999122,-39.773,73.972,1500.4,3.008,34.516
1766,1,2006-12-22 05:20:17.999122,-39.773,73.972,1550.6,2.929,34.539
1767,1,2006-12-22 05:20:17.999122,-39.773,73.972,1600.0,2.863,34.558
1768,1,2006-12-22 05:20:17.999122,-39.773,73.972,1650.5,2.812,34.575
1769,1,2006-12-22 05:20:17.999122,-39.773,73.972,1699.5,2.759,34.593
1770,1,2006-12-22 05:20:17.999122,-39.773,73.972,1750.0,2.706,34.611
1771,1,2006-12-22 05:20:17.999122,-39.773,73.972,1800.5,2.656,34.627
1772,1,2006-12-22 05:20:17.999122,-39.773,73.972,1849.8,2.615,34.644
1773,1,2006-12-22 05:20:17.999122,-39.773,73.972,1899.9,2.574,34.666
1774,1,2006-12-22 05:20:17.999122,-39.773,73.972,1949.8,2.525,34.685
1775,1,2006-12-22 05:20:17.999122,-39.773,73.972,6.4,15.608,35.07
1776,1,2006-12-22 05:20:17.999122,-39.773,73.972,10.2,15.598,35.071
1777,1,2006-12-22 05:20:17.999122,-39.773,73.972,20.7,15.579,35.067
1778,1,2006-12-22 05:20:17.999122,-39.773,73.972,30.3,14.282,35.155
1779,1,2006-12-22 05:20:17.999122,-39.773,73.972,39.6,14.025,35.186
1780,1,2006-12-22 05:20:17.999122,-39.773,73.972,49.5,13.728,35.182
1781,1,2006-12-22 05:20:17.999122,-39.773,73.972,60.6,13.564,35.193
1782,1,2006-12-22 05:20:17.999122,-39.773,73.972,70.5,13.297,35.176
1783,1,2006-12-22 05:20:17.999122,-39.773,73.972,79.9,12.959,35.15
1784,1,2006-12-22 05:20:17.999122,-39.773,73.972,90.0,12.785,35.146
1785,1,2006-12-22 05:20:17.999122,-39.773,73.972,99.9,12.715,35.16
1786,1,2006-12-22 05:20:17.999122,-39.773,73.972,109.8,12.648,35.16
1787,1,2006-12-22 05:20:17.999122,-39.773,73.972,119.7,12.612,35.158
1788,1,2006-12-22 05:20:17.999122,-39.773,73.972,130.2,12.572,35.159
1789,1,2006-12-22 05:20:17.999122,-39.773,73.972,139.5,12.548,35.156
1790,1,2006-12-22 05:20:17.999122,-39.773,73.972,149.7,12.531,35.156
1791,1,2006-12-22 05:20:17.999122,-39.773,73.972,160.1,12.461,35.144
1792,1,2006-12-22 05:20:17.999122,-39.773,73.972,170.5,12.399,35.133
1793,1,2006-12-22 05:20:17.999122,-39.773,73.972,180.0,12.339,35.122
1794,1,2006-12-22 05:20:17.999122,-39.773,73.972,189.9,12.319,35.121
1795,1,2006-12-22 05:20:17.999122,-39.773,73.972,200.4,12.288,35.116
1796,1,2006-12-22 05:20:17.999122,-39.773,73.972,210.2,12.258,35.112
1797,1,2006-12-22 05:20:17.999122,-39.773,73.972,220.5,12.276,35.119
1798,1,2006-12-22 05:20:17.999122,-39.773,73.972,230.1,12.246,35.114
1799,1,2006-12-22 05:20:17.999122,-39.773,73.972,239.9,12.234,35.113
1800,1,2006-12-22 05:20:17.999122,-39.773,73.972,250.1,12.2,35.11
1801,1,2006-12-22 05:20:17.999122,-39.773,73.972,260.3,12.166,35.104
1802,1,2006-12-22 05:20:17.999122,-39.773,73.972,270.5,12.069,35.083
1803,1,2006-12-22 05:20:17.999122,-39.773,73.972,280.3,11.98,35.065
1804,1,2006-12-22 05:20:17.999122,-39.773,73.972,290.0,11.94,35.058
1805,1,2006-12-22 05:20:17.999122,-39.773,73.972,299.9,11.903,35.052
1806,1,2006-12-22 05:20:17.999122,-39.773,73.972,310.2,11.862,35.046
1807,1,2006-12-22 05:20:17.999122,-39.773,73.972,319.6,11.831,35.042
1808,1,2006-12-22 05:20:17.999122,-39.773,73.972,330.2,11.826,35.04
1809,1,2006-12-22 05:20:17.999122,-39.773,73.972,340.3,11.824,35.043
1810,1,2006-12-22 05:20:17.999122,-39.773,73.972,350.3,11.745,35.027
1811,1,2006-12-22 05:20:17.999122,-39.773,73.972,360.4,11.702,35.02
1812,1,2006-12-22 05:20:17.999122,-39.773,73.972,380.1,11.657,35.013
1813,1,2006-12-22 05:20:17.999122,-39.773,73.972,399.7,11.592,35.001
1814,1,2006-12-22 05:20:17.999122,-39.773,73.972,449.4,11.224,34.942
1815,1,2006-12-22 05:20:17.999122,-39.773,73.972,500.0,10.739,34.865
1816,1,2006-12-22 05:20:17.999122,-39.773,73.972,550.4,10.211,34.802
1817,1,2006-12-22 05:20:17.999122,-39.773,73.972,600.2,9.776,34.75
1818,1,2006-12-22 05:20:17.999122,-39.773,73.972,649.5,9.095,34.678
1819,1,2006-12-22 05:20:17.999122,-39.773,73.972,700.2,8.444,34.615
1820,1,2006-12-22 05:20:17.999122,-39.773,73.972,750.0,7.808,34.553
1821,1,2006-12-22 05:20:17.999122,-39.773,73.972,799.8,7.088,34.491
1822,1,2006-12-22 05:20:17.999122,-39.773,73.972,849.5,6.425,34.435
1823,1,2006-12-22 05:20:17.999122,-39.773,73.972,900.2,5.864,34.395
1824,1,2006-12-22 05:20:17.999122,-39.773,73.972,949.8,5.343,34.365
1825,1,2006-12-22 05:20:17.999122,-39.773,73.972,1000.4,4.771,34.343
1826,1,2006-12-22 05:20:17.999122,-39.773,73.972,1049.5,4.479,34.343
1827,1,2006-12-22 05:20:17.999122,-39.773,73.972,1099.8,4.144,34.345
1828,1,2006-12-22 05:20:17.999122,-39.773,73.972,1149.2,3.962,34.356
1829,1,2006-12-22 05:20:17.999122,-39.773,73.972,1199.6,3.805,34.371
1830,1,2006-12-22 05:20:17.999122,-39.773,73.972,1250.2,3.579,34.391
1831,1,2006-12-22 05:20:17.999122,-39.773,73.972,1300.0,3.455,34.414
